du_91_w2_250
 0.510692   -0.091550
 0.520472   -0.088790
 0.530318   -0.085917
 0.540235   -0.082934
 0.550225   -0.079845
 0.560291   -0.076650
 0.570435   -0.073355
 0.580658   -0.069963
 0.590961   -0.066478
 0.601343   -0.062907
 0.611800   -0.059262
 0.622320   -0.055561
 0.632878   -0.051825
 0.643439   -0.048080
 0.653955   -0.044358
 0.664390   -0.040685
 0.674716   -0.037084
 0.684916   -0.033571
 0.694979   -0.030161
 0.704901   -0.026865
 0.714678   -0.023692
 0.724310   -0.020647
 0.733801   -0.017739
 0.743154   -0.014972
 0.752376   -0.012349
 0.761472   -0.009874
 0.770449   -0.007549
 0.779316   -0.005376
 0.788078   -0.003356
 0.796744   -0.001489
 0.805321    0.000222
 0.813816    0.001778
 0.822238    0.003177
 0.830594    0.004420
 0.838891    0.005510
 0.847132    0.006446
 0.855323    0.007231
 0.863466    0.007865
 0.871566    0.008347
 0.879624    0.008679
 0.887643    0.008859
 0.895628    0.008887
 0.903581    0.008760
 0.911508    0.008480
 0.919411    0.008051
 0.927289    0.007479
 0.935139    0.006771
 0.942956    0.005933
 0.950728    0.004972
 0.958444    0.003896
 0.966091    0.002718
 0.973647    0.001466
 0.981082    0.000173
 0.988355   -0.001128
 0.995421   -0.002411
 0.999998   -0.003250
